Product Name,Size,Milk,Whip,Calories,Total Fat (g),Cholesterol (mg),Total Carbohydrates (g),Sugar (g),Protein (g),Caffeine (mg)
White Chocolate Mocha,Short,Nonfat,No Whip,180,3,5,30,29,7,75
White Chocolate Mocha,Short,Nonfat,Whip,230,8,25,32,30,7,75
White Chocolate Mocha,Short,2%,No Whip,200,6,15,30,29,7,75
White Chocolate Mocha,Short,2%,Whip,250,11,35,32,30,7,75
White Chocolate Mocha,Short,Whole,No Whip,210,8,15,30,29,7,75
White Chocolate Mocha,Short,Whole,Whip,270,13,35,32,30,7,75
White Chocolate Mocha,Short,Soy,No Whip,180,5,5,28,25,6,75
White Chocolate Mocha,Short,Soy,Whip,230,10,20,29,26,6,75
White Chocolate Mocha,Short,Coconut,No Whip,180,6,5,28,27,3,75
White Chocolate Mocha,Short,Coconut,Whip,230,11,20,30,28,3,75
White Chocolate Mocha,Tall,Nonfat,No Whip,270,4.5,10,46,45,11,75
White Chocolate Mocha,Tall,Nonfat,Whip,330,10,30,48,46,12,75
White Chocolate Mocha,Tall,2%,No Whip,300,9,25,46,44,11,75
White Chocolate Mocha,Tall,2%,Whip,370,15,45,47,46,11,75
White Chocolate Mocha,Tall,Whole,No Whip,330,12,30,46,44,11,75
White Chocolate Mocha,Tall,Whole,Whip,390,18,50,47,46,11,75
White Chocolate Mocha,Tall,Soy,No Whip,280,8,5,41,38,10,75
White Chocolate Mocha,Tall,Soy,Whip,340,14,25,43,40,10,75
White Chocolate Mocha,Tall,Coconut,No Whip,270,10,5,42,41,4,75
White Chocolate Mocha,Tall,Coconut,Whip,330,16,25,44,43,4,75
White Chocolate Mocha,Grande,Nonfat,No Whip,350,6,10,61,58,14,150
White Chocolate Mocha,Grande,Nonfat,Whip,420,13,35,63,60,15,150
White Chocolate Mocha,Grande,2%,No Whip,400,11,30,60,58,14,150
White Chocolate Mocha,Grande,2%,Whip,470,18,55,62,59,14,150
White Chocolate Mocha,Grande,Whole,No Whip,430,15,35,60,58,14,150
White Chocolate Mocha,Grande,Whole,Whip,500,22,60,62,59,14,150
White Chocolate Mocha,Grande,Soy,No Whip,360,10,5,55,51,12,150
White Chocolate Mocha,Grande,Soy,Whip,430,17,30,57,52,13,150
White Chocolate Mocha,Grande,Coconut,No Whip,350,12,5,56,54,5,150
White Chocolate Mocha,Grande,Coconut,Whip,420,19,30,58,56,6,150
White Chocolate Mocha,Venti®,Nonfat,No Whip,440,7,15,77,74,18,150
White Chocolate Mocha,Venti®,Nonfat,Whip,510,14,40,79,76,19,150
White Chocolate Mocha,Venti®,2%,No Whip,500,15,35,76,74,18,150
White Chocolate Mocha,Venti®,2%,Whip,580,22,65,78,75,19,150
White Chocolate Mocha,Venti®,Whole,No Whip,550,20,45,76,74,18,150
White Chocolate Mocha,Venti®,Whole,Whip,620,27,70,78,75,18,150
White Chocolate Mocha,Venti®,Soy,No Whip,460,13,5,69,64,16,150
White Chocolate Mocha,Venti®,Soy,Whip,530,20,30,71,65,16,150
White Chocolate Mocha,Venti®,Coconut,No Whip,450,16,5,71,68,6,150
White Chocolate Mocha,Venti®,Coconut,Whip,520,23,30,73,70,7,150
Iced White Chocolate Mocha,Tall,Nonfat,No Whip,230,4.5,5,41,40,8,75
Iced White Chocolate Mocha,Tall,Nonfat,Whip,310,12,35,43,41,8,75
Iced White Chocolate Mocha,Tall,2%,No Whip,250,7,15,41,39,8,75
Iced White Chocolate Mocha,Tall,2%,Whip,330,15,45,43,41,8,75
Iced White Chocolate Mocha,Tall,Whole,No Whip,270,9,15,41,39,7,75
Iced White Chocolate Mocha,Tall,Whole,Whip,350,17,45,43,41,8,75
Iced White Chocolate Mocha,Tall,Soy,No Whip,240,6,5,38,36,7,75
Iced White Chocolate Mocha,Tall,Soy,Whip,320,14,35,41,38,7,75
Iced White Chocolate Mocha,Tall,Coconut,No Whip,230,7,5,39,37,3,75
Iced White Chocolate Mocha,Tall,Coconut,Whip,310,15,35,41,39,4,75
Iced White Chocolate Mocha,Grande,Nonfat,No Whip,310,6,10,54,52,10,150
Iced White Chocolate Mocha,Grande,Nonfat,Whip,420,17,50,58,55,11,150
Iced White Chocolate Mocha,Grande,2%,No Whip,330,9,20,54,52,10,150
Iced White Chocolate Mocha,Grande,2%,Whip,450,20,60,57,54,11,150
Iced White Chocolate Mocha,Grande,Whole,No Whip,350,11,20,54,52,10,150
Iced White Chocolate Mocha,Grande,Whole,Whip,470,22,65,57,54,10,150
Iced White Chocolate Mocha,Grande,Soy,No Whip,320,8,5,51,48,9,150
Iced White Chocolate Mocha,Grande,Soy,Whip,430,19,45,55,50,10,150
Iced White Chocolate Mocha,Grande,Coconut,No Whip,310,9,5,52,49,5,150
Iced White Chocolate Mocha,Grande,Coconut,Whip,420,20,45,55,52,5,150
Iced White Chocolate Mocha,Venti®,Nonfat,No Whip,450,9,10,81,77,14,225
Iced White Chocolate Mocha,Venti®,Nonfat,Whip,570,20,55,84,80,15,225
Iced White Chocolate Mocha,Venti®,2%,No Whip,490,13,25,80,77,14,225
Iced White Chocolate Mocha,Venti®,2%,Whip,600,24,65,84,79,15,225
Iced White Chocolate Mocha,Venti®,Whole,No Whip,520,16,30,80,77,14,225
Iced White Chocolate Mocha,Venti®,Whole,Whip,630,27,70,84,79,15,225
Iced White Chocolate Mocha,Venti®,Soy,No Whip,470,12,10,77,71,13,225
Iced White Chocolate Mocha,Venti®,Soy,Whip,580,23,50,80,74,14,225
Iced White Chocolate Mocha,Venti®,Coconut,No Whip,450,13,10,77,73,7,225
Iced White Chocolate Mocha,Venti®,Coconut,Whip,570,25,50,80,76,8,225
Iced Black Tea,Tall,N/A,N/A,60,0,0,15,15,0,20-25
Iced Black Tea,Grande,N/A,N/A,80,0,0,20,20,0,25-30
Iced Black Tea,Venti®,N/A,N/A,120,0,0,30,30,0,40-45
Iced Black Tea,Trenta,N/A,N/A,140,0,0,35,34,0,50-55
Iced Black Tea Lemonade,Tall,N/A,N/A,90,0,0,24,24,0.1,20-25
Iced Black Tea Lemonade,Grande,N/A,N/A,120,0,0,32,32,0.1,25-30
Iced Black Tea Lemonade,Venti®,N/A,N/A,190,0,0,48,47,0.1,40-45
Iced Black Tea Lemonade,Trenta,N/A,N/A,220,0,0,58,57,0.1,50-55
Chai Tea Latte,Short,Nonfat,N/A,100,0.1,0,22,21,4,50
Chai Tea Latte,Short,2%,N/A,120,2,10,22,21,4,50
Chai Tea Latte,Short,Whole,N/A,130,3.5,10,22,21,4,50
Chai Tea Latte,Short,Soy,N/A,110,1.5,0,20,18,3,50
Chai Tea Latte,Short,Coconut,N/A,100,2.5,0,21,19,1,50
Chai Tea Latte,Tall,Nonfat,N/A,160,0.2,5,34,32,6,70
Chai Tea Latte,Tall,2%,N/A,190,3.5,15,34,32,6,70
Chai Tea Latte,Tall,Whole,N/A,200,6,15,34,32,6,70
Chai Tea Latte,Tall,Soy,N/A,160,2.5,0,31,28,5,70
Chai Tea Latte,Tall,Coconut,N/A,160,3.5,0,31,29,1,70
Chai Tea Latte,Grande,Nonfat,N/A,210,0.2,5,45,43,8,95
Chai Tea Latte,Grande,2%,N/A,240,4.5,20,45,42,8,95
Chai Tea Latte,Grande,Whole,N/A,270,7,20,45,42,7,95
Chai Tea Latte,Grande,Soy,N/A,220,3.5,0,41,37,6,95
Chai Tea Latte,Grande,Coconut,N/A,210,4.5,0,41,39,1,95
Chai Tea Latte,Venti®,Nonfat,N/A,260,0.3,5,57,54,10,120
Chai Tea Latte,Venti®,2%,N/A,310,6,25,56,53,10,120
Chai Tea Latte,Venti®,Whole,N/A,340,9,30,56,53,10,120
Chai Tea Latte,Venti®,Soy,N/A,280,4.5,0,51,46,8,120
Chai Tea Latte,Venti®,Coconut,N/A,260,6,0,52,48,1,120
Iced Chai Tea Latte,Tall,Nonfat,N/A,150,0.2,5,33,31,6,70
Iced Chai Tea Latte,Tall,2%,N/A,180,3,10,33,31,5,70
Iced Chai Tea Latte,Tall,Whole,N/A,190,5,15,33,31,5,70
Iced Chai Tea Latte,Tall,Soy,N/A,160,2.5,0,30,27,5,70
Iced Chai Tea Latte,Tall,Coconut,N/A,150,3.5,0,31,29,1,70
Iced Chai Tea Latte,Grande,Nonfat,N/A,200,0.2,5,44,42,8,95
Iced Chai Tea Latte,Grande,2%,N/A,240,4,15,44,42,7,95
Iced Chai Tea Latte,Grande,Whole,N/A,260,7,20,44,42,7,95
Iced Chai Tea Latte,Grande,Soy,N/A,220,3.5,0,41,37,6,95
Iced Chai Tea Latte,Grande,Coconut,N/A,200,4.5,0,41,38,1,95
Iced Chai Tea Latte,Venti®,Nonfat,N/A,300,0.3,5,65,62,11,145
Iced Chai Tea Latte,Venti®,2%,N/A,350,6,25,65,61,10,145
Iced Chai Tea Latte,Venti®,Whole,N/A,380,9,30,65,61,10,145
Iced Chai Tea Latte,Venti®,Soy,N/A,320,4.5,0,60,55,9,145
Iced Chai Tea Latte,Venti®,Coconut,N/A,300,6,0,61,57,1,145
Earl Grey Brewed Tea,Short,N/A,N/A,0,0,0,0,0,0,40+
Earl Grey Brewed Tea,Tall,N/A,N/A,0,0,0,0,0,0,40+
Earl Grey Brewed Tea,Grande,N/A,N/A,0,0,0,0,0,0,40+
Earl Grey Brewed Tea,Venti®,N/A,N/A,0,0,0,0,0,0,40+
Emperor's Clouds and Mist Brewed Tea,Short,N/A,N/A,0,0,0,0,0,0,1--15
Emperor's Clouds and Mist Brewed Tea,Tall,N/A,N/A,0,0,0,0,0,0,1--15
Emperor's Clouds and Mist Brewed Tea,Grande,N/A,N/A,0,0,0,0,0,0,16-25
Emperor's Clouds and Mist Brewed Tea,Venti®,N/A,N/A,0,0,0,0,0,0,16-25
English Breakfast Black Brewed Tea,Short,N/A,N/A,0,0,0,0,0,0,40+
English Breakfast Black Brewed Tea,Tall,N/A,N/A,0,0,0,0,0,0,40+
English Breakfast Black Brewed Tea,Grande,N/A,N/A,0,0,0,0,0,0,40+
English Breakfast Black Brewed Tea,Venti®,N/A,N/A,0,0,0,0,0,0,40+
English Breakfast Black Tea Latte,Short,Nonfat,N/A,80,0.1,0,15,15,4,40+
English Breakfast Black Tea Latte,Short,2%,N/A,100,2,10,15,15,4,40+
English Breakfast Black Tea Latte,Short,Whole,N/A,110,3.5,10,15,15,4,40+
English Breakfast Black Tea Latte,Short,Soy,N/A,80,1.5,0,13,12,3,40+
English Breakfast Black Tea Latte,Short,Coconut,N/A,80,2.5,0,14,13,0.2,40+
English Breakfast Black Tea Latte,Tall,Nonfat,N/A,110,0.1,5,23,23,5,40+
English Breakfast Black Tea Latte,Tall,2%,N/A,140,3,15,23,23,5,40+
English Breakfast Black Tea Latte,Tall,Whole,N/A,160,5,15,23,23,5,40+
English Breakfast Black Tea Latte,Tall,Soy,N/A,120,2.5,0,20,18,4,40+
English Breakfast Black Tea Latte,Tall,Coconut,N/A,120,3.5,0,20,20,0.4,40+
English Breakfast Black Tea Latte,Grande,Nonfat,N/A,150,0.2,5,30,30,7,40+
English Breakfast Black Tea Latte,Grande,2%,N/A,180,4,15,30,30,7,40+
English Breakfast Black Tea Latte,Grande,Whole,N/A,210,7,20,30,30,7,40+
English Breakfast Black Tea Latte,Grande,Soy,N/A,160,3,0,26,24,6,40+
English Breakfast Black Tea Latte,Grande,Coconut,N/A,150,4.5,0,27,26,0.5,40+
English Breakfast Black Tea Latte,Venti®,Nonfat,N/A,190,0.2,5,38,38,9,40+
English Breakfast Black Tea Latte,Venti®,2%,N/A,230,5,20,38,38,9,40+
English Breakfast Black Tea Latte,Venti®,Whole,N/A,260,9,25,38,38,8,40+
English Breakfast Black Tea Latte,Venti®,Soy,N/A,200,4,0,33,31,7,40+
English Breakfast Black Tea Latte,Venti®,Coconut,N/A,190,6,0,34,33,1,40+
Green Tea Latte,Short,Nonfat,N/A,80,0.2,5,14,14,6,30
Green Tea Latte,Short,2%,N/A,110,3.5,15,14,14,6,30
Green Tea Latte,Short,Whole,N/A,130,6,15,14,14,6,30
Green Tea Latte,Short,Soy,N/A,90,3,0,11,9,5,30
Green Tea Latte,Short,Coconut,N/A,80,3.5,0,11,11,1,30
Green Tea Latte,Tall,Nonfat,N/A,140,0.3,5,25,24,10,55
Green Tea Latte,Tall,2%,N/A,190,5,20,25,24,10,55
Green Tea Latte,Tall,Whole,N/A,220,9,25,25,24,9,55
Green Tea Latte,Tall,Soy,N/A,160,4.5,0,20,17,8,55
Green Tea Latte,Tall,Coconut,N/A,140,6,0,21,19,1,55
Green Tea Latte,Grande,Nonfat,N/A,190,0.4,5,34,33,12,80
Green Tea Latte,Grande,2%,N/A,240,7,25,34,32,12,80
Green Tea Latte,Grande,Whole,N/A,280,11,35,34,32,12,80
Green Tea Latte,Grande,Soy,N/A,210,6,0,28,24,10,80
Green Tea Latte,Grande,Coconut,N/A,190,8,0,29,27,2,80
Green Tea Latte,Venti®,Nonfat,N/A,250,0.5,10,45,44,16,110
Green Tea Latte,Venti®,2%,N/A,320,9,35,45,43,16,110
Green Tea Latte,Venti®,Whole,N/A,370,15,45,45,43,15,110
Green Tea Latte,Venti®,Soy,N/A,280,7,0,38,32,14,110
Green Tea Latte,Venti®,Coconut,N/A,250,10,0,38,36,2,110
Iced Green Tea Latte,Tall,Nonfat,N/A,120,0.3,5,22,21,8,55
Iced Green Tea Latte,Tall,2%,N/A,160,4.5,15,22,21,8,55
Iced Green Tea Latte,Tall,Whole,N/A,180,7,20,22,21,7,55
Iced Green Tea Latte,Tall,Soy,N/A,140,3.5,0,18,16,7,55
Iced Green Tea Latte,Tall,Coconut,N/A,120,4.5,0,19,18,1,55
Iced Green Tea Latte,Grande,Nonfat,N/A,170,0.4,5,32,31,11,80
Iced Green Tea Latte,Grande,2%,N/A,220,6,25,31,30,11,80
Iced Green Tea Latte,Grande,Whole,N/A,250,10,30,31,30,10,80
Iced Green Tea Latte,Grande,Soy,N/A,190,5,0,27,23,9,80
Iced Green Tea Latte,Grande,Coconut,N/A,170,7,0,27,25,2,80
Iced Green Tea Latte,Venti®,Nonfat,N/A,240,0.5,10,44,42,15,110
Iced Green Tea Latte,Venti®,2%,N/A,310,8,35,43,41,15,110
Iced Green Tea Latte,Venti®,Whole,N/A,350,14,40,43,41,14,110
Iced Green Tea Latte,Venti®,Soy,N/A,270,7,0,37,32,13,110
Iced Green Tea Latte,Venti®,Coconut,N/A,240,9,0,37,35,2,110
Iced Green Tea,Tall,N/A,N/A,60,0,0,15,15,0,20-25
Iced Green Tea,Grande,N/A,N/A,80,0,0,20,20,0,25-30
Iced Green Tea,Venti®,N/A,N/A,120,0,0,30,30,0,40-45
Iced Green Tea,Trenta,N/A,N/A,140,0,0,35,34,0,50-55
Iced Green Tea Lemonade,Tall,N/A,N/A,90,0,0,24,24,0.1,20-25
Iced Green Tea Lemonade,Grande,N/A,N/A,120,0,0,32,32,0.1,25-30
Iced Green Tea Lemonade,Venti®,N/A,N/A,190,0,0,48,47,0.1,40-45
Iced Green Tea Lemonade,Trenta,N/A,N/A,220,0,0,58,57,0.1,50-55
Jade Citrus Mint Brewed Tea,Short,N/A,N/A,0,0,0,0,0,0,16-25
Jade Citrus Mint Brewed Tea,Tall,N/A,N/A,0,0,0,0,0,0,16-25
Jade Citrus Mint Brewed Tea,Grande,N/A,N/A,0,0,0,0,0,0,40+
Jade Citrus Mint Brewed Tea,Venti®,N/A,N/A,0,0,0,0,0,0,40+
London Fog Tea Latte,Short,Nonfat,N/A,80,0.1,0,15,15,4,40+
London Fog Tea Latte,Short,2%,N/A,100,2,10,15,15,4,40+
London Fog Tea Latte,Short,Whole,N/A,110,3.5,10,15,15,4,40+
London Fog Tea Latte,Short,Soy,N/A,80,1.5,0,13,12,3,40+
London Fog Tea Latte,Short,Coconut,N/A,80,2.5,0,14,13,0.2,40+
London Fog Tea Latte,Tall,Nonfat,N/A,110,0.1,5,23,23,5,40+
London Fog Tea Latte,Tall,2%,N/A,140,3,15,23,23,5,40+
London Fog Tea Latte,Tall,Whole,N/A,160,5,15,23,23,5,40+
London Fog Tea Latte,Tall,Soy,N/A,120,2.5,0,20,18,4,40+
London Fog Tea Latte,Tall,Coconut,N/A,120,3.5,0,20,20,0.4,40+
London Fog Tea Latte,Grande,Nonfat,N/A,150,0.2,5,30,30,7,40+
London Fog Tea Latte,Grande,2%,N/A,180,4,15,30,30,7,40+
London Fog Tea Latte,Grande,Whole,N/A,210,7,20,30,30,7,40+
London Fog Tea Latte,Grande,Soy,N/A,160,3,0,26,24,6,40+
London Fog Tea Latte,Grande,Coconut,N/A,150,4.5,0,27,26,0.5,40+
London Fog Tea Latte,Venti®,Nonfat,N/A,190,0.2,5,38,38,9,40+
London Fog Tea Latte,Venti®,2%,N/A,230,5,20,38,38,9,40+
London Fog Tea Latte,Venti®,Whole,N/A,260,9,25,38,38,8,40+
London Fog Tea Latte,Venti®,Soy,N/A,200,4,0,33,31,7,40+
London Fog Tea Latte,Venti®,Coconut,N/A,190,6,0,34,33,1,40+
Iced Mango Black Tea,Tall,N/A,N/A,60,0.1,0,14,14,0,20-25
Iced Mango Black Tea,Grande,N/A,N/A,80,0.2,0,19,19,0,25-30
Iced Mango Black Tea,Venti®,N/A,N/A,120,0.3,0,29,28,0,40-45
Iced Mango Black Tea,Trenta,N/A,N/A,140,0.3,0,34,33,0,50-55
Iced Mango Black Tea Lemonade,Tall,N/A,N/A,90,0.1,0,24,23,0.1,20-25
Iced Mango Black Tea Lemonade,Grande,N/A,N/A,120,0.2,0,31,31,0.1,25-30
Iced Mango Black Tea Lemonade,Venti®,N/A,N/A,190,0.3,0,47,46,0.1,40-45
Iced Mango Black Tea Lemonade,Trenta,N/A,N/A,230,0.3,0,58,57,0.1,50-55
Mint Majesty Brewed Tea,Short,N/A,N/A,0,0,0,0,0,0,0
Mint Majesty Brewed Tea,Tall,N/A,N/A,0,0,0,0,0,0,0
Mint Majesty Brewed Tea,Grande,N/A,N/A,0,0,0,0,0,0,0
Mint Majesty Brewed Tea,Venti®,N/A,N/A,0,0,0,0,0,0,0
Oprah Chai Herbal Brewed Tea,Short,N/A,N/A,0,0,0,0,0,0,0
Oprah Chai Herbal Brewed Tea,Tall,N/A,N/A,0,0,0,0,0,0,0
Oprah Chai Herbal Brewed Tea,Grande,N/A,N/A,0,0,0,0,0,0,0
Oprah Chai Herbal Brewed Tea,Venti®,N/A,N/A,0,0,0,0,0,0,0
Oprah Cinnamon Chai Brewed Tea,Short,N/A,N/A,0,0,0,0,0,0,1-15
Oprah Cinnamon Chai Brewed Tea,Tall,N/A,N/A,0,0,0,0,0,0,1-15
Oprah Cinnamon Chai Brewed Tea,Grande,N/A,N/A,0,0,0,0,0,0,16-25
Oprah Cinnamon Chai Brewed Tea,Venti®,N/A,N/A,0,0,0,0,0,0,16-25
Oprah Cinnamon Chai Latte,Short,Nonfat,N/A,80,0.1,0,17,16,4,25
Oprah Cinnamon Chai Latte,Short,2%,N/A,100,2,10,16,15,3,25
Oprah Cinnamon Chai Latte,Short,Whole,N/A,110,3.5,10,16,15,3,25
Oprah Cinnamon Chai Latte,Short,Soy,N/A,90,1.5,0,15,13,3,25
Oprah Cinnamon Chai Latte,Short,Coconut,N/A,80,2.5,0,15,14,0.2,25
Oprah Cinnamon Chai Latte,Tall,Nonfat,N/A,130,0.1,5,25,23,5,40
Oprah Cinnamon Chai Latte,Tall,2%,N/A,150,3,15,25,23,5,40
Oprah Cinnamon Chai Latte,Tall,Whole,N/A,170,5,15,25,23,5,40
Oprah Cinnamon Chai Latte,Tall,Soy,N/A,130,2.5,0,22,19,4,40
Oprah Cinnamon Chai Latte,Tall,Coconut,N/A,130,3.5,0,22,21,0.4,40
Oprah Cinnamon Chai Latte,Grande,Nonfat,N/A,170,0.2,5,33,31,7,50
Oprah Cinnamon Chai Latte,Grande,2%,N/A,200,4,15,33,31,7,50
Oprah Cinnamon Chai Latte,Grande,Whole,N/A,220,7,20,33,31,7,50
Oprah Cinnamon Chai Latte,Grande,Soy,N/A,170,3,0,29,25,6,50
Oprah Cinnamon Chai Latte,Grande,Coconut,N/A,170,4.5,0,30,28,0.5,50
Oprah Cinnamon Chai Latte,Venti®,Nonfat,N/A,210,0.2,5,41,39,9,65
Oprah Cinnamon Chai Latte,Venti®,2%,N/A,250,5,20,41,38,9,65
Oprah Cinnamon Chai Latte,Venti®,Whole,N/A,280,9,25,41,38,8,65
Oprah Cinnamon Chai Latte,Venti®,Soy,N/A,220,4,0,36,32,7,65
Oprah Cinnamon Chai Latte,Venti®,Coconut,N/A,210,6,0,37,34,1,65
Iced Oprah Cinnamon Chai Latte,Tall,Nonfat,N/A,120,0.1,5,24,23,5,40
Iced Oprah Cinnamon Chai Latte,Tall,2%,N/A,150,3,10,24,23,5,40
Iced Oprah Cinnamon Chai Latte,Tall,Whole,N/A,160,5,15,24,23,5,40
Iced Oprah Cinnamon Chai Latte,Tall,Soy,N/A,130,2.5,0,22,19,4,40
Iced Oprah Cinnamon Chai Latte,Tall,Coconut,N/A,120,3.5,0,22,20,0.3,40
Iced Oprah Cinnamon Chai Latte,Grande,Nonfat,N/A,170,0.2,5,33,31,7,50
Iced Oprah Cinnamon Chai Latte,Grande,2%,N/A,200,4,15,33,31,7,50
Iced Oprah Cinnamon Chai Latte,Grande,Whole,N/A,220,7,20,33,31,7,50
Iced Oprah Cinnamon Chai Latte,Grande,Soy,N/A,180,3.5,0,29,26,6,50
Iced Oprah Cinnamon Chai Latte,Grande,Coconut,N/A,170,4.5,0,30,27,0.5,50
Iced Oprah Cinnamon Chai Latte,Venti®,Nonfat,N/A,240,0.2,5,48,45,10,75
Iced Oprah Cinnamon Chai Latte,Venti®,2%,N/A,290,6,25,48,45,10,75
Iced Oprah Cinnamon Chai Latte,Venti®,Whole,N/A,320,9,30,48,45,9,75
Iced Oprah Cinnamon Chai Latte,Venti®,Soy,N/A,260,4.5,0,43,38,8,75
Iced Oprah Cinnamon Chai Latte,Venti®,Coconut,N/A,240,6,0,44,40,1,75
Passion Tango Brewed Tea,Short,N/A,N/A,0,0,0,0,0,0,0
Passion Tango Brewed Tea,Tall,N/A,N/A,0,0,0,0,0,0,0
Passion Tango Brewed Tea,Grande,N/A,N/A,0,0,0,0,0,0,0
Passion Tango Brewed Tea,Venti®,N/A,N/A,0,0,0,0,0,0,0
Iced Passion Tango tea,Tall,N/A,N/A,60,0,0,15,15,0,0
Iced Passion Tango tea,Grande,N/A,N/A,80,0,0,20,20,0,0
Iced Passion Tango tea,Venti®,N/A,N/A,120,0,0,30,30,0,0
Iced Passion Tango tea,Trenta,N/A,N/A,140,0,0,35,34,0,0
Iced Passion Tango Tea Lemonade,Tall,N/A,N/A,90,0,0,24,24,0.1,0
Iced Passion Tango Tea Lemonade,Grande,N/A,N/A,120,0,0,32,32,0.1,0
Iced Passion Tango Tea Lemonade,Venti®,N/A,N/A,190,0,0,48,47,0.1,0
Iced Passion Tango Tea Lemonade,Trenta,N/A,N/A,220,0,0,58,57,0.1,0
Peach Iced Green Tea,Tall,N/A,N/A,60,0.1,0,15,15,0,20-25
Peach Iced Green Tea,Grande,N/A,N/A,80,0.2,0,20,20,0,25-30
Peach Iced Green Tea,Venti®,N/A,N/A,130,0.3,0,31,30,0,40-45
Peach Iced Green Tea,Trenta,N/A,N/A,150,0.3,0,36,35,0,50-55
Peach Iced Green Tea Lemonade,Tall,N/A,N/A,100,0.1,0,25,24,0.1,20-25
Peach Iced Green Tea Lemonade,Grande,N/A,N/A,130,0.2,0,33,32,0.1,25-30
Peach Iced Green Tea Lemonade,Venti®,N/A,N/A,190,0.3,0,49,48,0.1,40-45
Peach Iced Green Tea Lemonade,Trenta,N/A,N/A,240,0.3,0,60,59,0.1,50-55
Peach Tranquility Brewed Tea,Short,N/A,N/A,0,0,0,0,0,0,0
Peach Tranquility Brewed Tea,Tall,N/A,N/A,0,0,0,0,0,0,0
Peach Tranquility Brewed Tea,Grande,N/A,N/A,0,0,0,0,0,0,0
Peach Tranquility Brewed Tea,Venti®,N/A,N/A,0,0,0,0,0,0,0
Youthberry Brewed Tea,Short,N/A,N/A,0,0,0,0,0,0,1-15
Youthberry Brewed Tea,Tall,N/A,N/A,0,0,0,0,0,0,1-15
Youthberry Brewed Tea,Grande,N/A,N/A,0,0,0,0,0,0,16-25
Youthberry Brewed Tea,Venti®,N/A,N/A,0,0,0,0,0,0,16-25
Cool Lime Starbucks Refreshers™ Beverage,Tall,N/A,N/A,60,0,0,14,14,0.1,35-45
Cool Lime Starbucks Refreshers™ Beverage,Grande,N/A,N/A,70,0,0,19,18,0.1,45-55
Cool Lime Starbucks Refreshers™ Beverage,Venti®,N/A,N/A,110,0,0,28,27,0.2,70-85
Cool Lime Starbucks Refreshers™ Beverage,Trenta,N/A,N/A,150,0,0,37,36,0.3,90-110
Very Berry Hibiscus Starbucks Refreshers™ Beverage,Tall,N/A,N/A,70,0.1,0,18,15,0.1,35-45
Very Berry Hibiscus Starbucks Refreshers™ Beverage,Grande,N/A,N/A,90,0.1,0,22,20,0.1,45-55
Very Berry Hibiscus Starbucks Refreshers™ Beverage,Venti®,N/A,N/A,130,0.1,0,32,29,0.2,70-85
Very Berry Hibiscus Starbucks Refreshers™ Beverage,Trenta,N/A,N/A,180,0.2,0,44,40,0.3,90-110
Chocolate Smoothie,Grande,Nonfat,N/A,300,2.5,5,53,34,20,20
Chocolate Smoothie,Grande,2%,N/A,320,5,15,53,34,20,20
Chocolate Smoothie,Grande,Whole,N/A,340,7,15,53,34,20,20
Chocolate Smoothie,Grande,Soy,N/A,310,4.5,5,51,31,19,20
Chocolate Smoothie,Grande,Coconut,N/A,290,5,5,51,32,15,20
Orange Mango Smoothie,Grande,Nonfat,N/A,260,1,5,54,37,16,0
Orange Mango Smoothie,Grande,2%,N/A,270,1.5,5,53,37,16,0
Orange Mango Smoothie,Grande,Whole,N/A,280,2.5,5,53,37,16,0
Orange Mango Smoothie,Grande,Soy,N/A,270,1.5,5,53,36,15,0
Orange Mango Smoothie,Grande,Coconut,N/A,260,1.5,5,53,36,14,0
Strawberry Smoothie,Grande,Nonfat,N/A,290,1,5,60,41,16,0
Strawberry Smoothie,Grande,2%,N/A,300,2,5,60,41,16,0
Strawberry Smoothie,Grande,Whole,N/A,300,2.5,10,60,41,15,0
Strawberry Smoothie,Grande,Soy,N/A,290,1.5,5,59,40,15,0
Strawberry Smoothie,Grande,Coconut,N/A,290,2,5,59,41,14,0
Caffè Vanilla Frappuccino® Blended Beverage,Tall,Nonfat,No Whip,200,0.1,0,47,46,3,65
Caffè Vanilla Frappuccino® Blended Beverage,Tall,Nonfat,Whip,280,8,30,50,48,3,65
Caffè Vanilla Frappuccino® Blended Beverage,Tall,2%,No Whip,210,1.5,5,47,46,3,65
Caffè Vanilla Frappuccino® Blended Beverage,Tall,2%,Whip,290,10,35,50,48,3,65
Caffè Vanilla Frappuccino® Blended Beverage,Tall,Whole,No Whip,220,2.5,10,47,46,3,65
Caffè Vanilla Frappuccino® Blended Beverage,Tall,Whole,Whip,300,11,35,50,48,3,65
Caffè Vanilla Frappuccino® Blended Beverage,Tall,Soy,No Whip,200,1.5,0,46,44,2,65
Caffè Vanilla Frappuccino® Blended Beverage,Tall,Soy,Whip,290,9,30,48,46,3,65
Caffè Vanilla Frappuccino® Blended Beverage,Tall,Coconut,No Whip,200,1.5,0,47,45,0.4,65
Caffè Vanilla Frappuccino® Blended Beverage,Tall,Coconut,Whip,280,10,30,49,47,1,65
Caffè Vanilla Frappuccino® Blended Beverage,Grande,Nonfat,No Whip,290,0.1,0,69,67,4,95
Caffè Vanilla Frappuccino® Blended Beverage,Grande,Nonfat,Whip,400,11,45,72,69,4,95
Caffè Vanilla Frappuccino® Blended Beverage,Grande,2%,No Whip,300,2,10,68,67,4,95
